"row_id","roster","coverage_status","category","brand","model_family","symptom_id","capability_tier","model_source_id","troubleshooting_source_ids","proposed_profile","gap_count","verified_on"
"amana-asi2175grs__slow-water-flow","existing-131","implemented","refrigerator","Amana","ASI2175GRS","slow-water-flow","guided-checks","amana-asi2175grs-model","amana-refrigerator-support","refrigerator-water-filter","0","2026-08-28"
"maytag-mfi2570fez__will-not-drain","existing-131","unsupported","refrigerator","Maytag","MFI2570FEZ","will-not-drain","unsupported","maytag-mfi2570fez-model","","","1","2026-08-28"
"maytag-mfi2570fez__door-will-not-close","existing-131","candidate","refrigerator","Maytag","MFI2570FEZ","door-will-not-close","guided-checks","maytag-mfi2570fez-model","maytag-refrigerator-door","refrigerator-door-closure-observation","2","2026-08-28"
"maytag-mfi2570fez__slow-water-flow","existing-131","implemented","refrigerator","Maytag","MFI2570FEZ","slow-water-flow","guided-checks","maytag-mfi2570fez-model","maytag-refrigerator-support","refrigerator-water-filter","0","2026-08-28"
"kitchenaid-krff577kps__will-not-drain","existing-131","unsupported","refrigerator","KitchenAid","KRFF577KPS","will-not-drain","unsupported","kitchenaid-krff577kps-model","","","1","2026-08-28"
"kitchenaid-krff577kps__door-will-not-close","existing-131","candidate","refrigerator","KitchenAid","KRFF577KPS","door-will-not-close","guided-checks","kitchenaid-krff577kps-model","kitchenaid-refrigerator-door","refrigerator-door-closure-observation","2","2026-08-28"
"kitchenaid-krff577kps__slow-water-flow","existing-131","implemented","refrigerator","KitchenAid","KRFF577KPS","slow-water-flow","guided-checks","kitchenaid-krff577kps-model","kitchenaid-refrigerator-support","refrigerator-water-filter","0","2026-08-28"
"bosch-b36cl80ens01__will-not-drain","existing-131","unsupported","refrigerator","Bosch","B36CL80ENS/01","will-not-drain","unsupported","bosch-b36cl80ens01-model","","","1","2026-08-28"
"bosch-b36cl80ens01__door-will-not-close","existing-131","candidate","refrigerator","Bosch","B36CL80ENS/01","door-will-not-close","guided-checks","bosch-b36cl80ens01-model","bosch-refrigerator-door","refrigerator-door-closure-observation","2","2026-08-28"
"bosch-b36cl80ens01__slow-water-flow","existing-131","implemented","refrigerator","Bosch","B36CL80ENS/01","slow-water-flow","guided-checks","bosch-b36cl80ens01-model","bosch-refrigerator-support","refrigerator-water-filter","0","2026-08-28"
"ge-gfw655ssvww__will-not-drain","existing-131","implemented","washer","GE","GFW655SSVWW","will-not-drain","purchase-ready","ge-gfw655ssvww-model","exp-ge-front-washer-drain","washer-hose-only","0","2026-08-28"
"ge-gfw655ssvww__door-will-not-close","existing-131","unsupported","washer","GE","GFW655SSVWW","door-will-not-close","unsupported","ge-gfw655ssvww-model","","","1","2026-08-28"
"ge-gfw655ssvww__slow-water-flow","existing-131","unsupported","washer","GE","GFW655SSVWW","slow-water-flow","unsupported","ge-gfw655ssvww-model","","","1","2026-08-28"
"ge-gfw850spnrs__will-not-drain","existing-131","implemented","washer","GE","GFW850SPNRS","will-not-drain","purchase-ready","ge-gfw850spnrs-model","exp-ge-front-washer-drain","washer-hose-only","0","2026-08-28"
"ge-gfw850spnrs__door-will-not-close","existing-131","unsupported","washer","GE","GFW850SPNRS","door-will-not-close","unsupported","ge-gfw850spnrs-model","","","1","2026-08-28"
"ge-gfw850spnrs__slow-water-flow","existing-131","unsupported","washer","GE","GFW850SPNRS","slow-water-flow","unsupported","ge-gfw850spnrs-model","","","1","2026-08-28"
"ge-gtw335asnww__will-not-drain","existing-131","implemented","washer","GE","GTW335ASNWW","will-not-drain","purchase-ready","ge-gtw335asnww-model","exp-ge-top-washer-drain","washer-hose-only","0","2026-08-28"
"ge-gtw335asnww__door-will-not-close","existing-131","unsupported","washer","GE","GTW335ASNWW","door-will-not-close","unsupported","ge-gtw335asnww-model","","","1","2026-08-28"
"ge-gtw335asnww__slow-water-flow","existing-131","unsupported","washer","GE","GTW335ASNWW","slow-water-flow","unsupported","ge-gtw335asnww-model","","","1","2026-08-28"
"ge-gtw485aswwb__will-not-drain","existing-131","implemented","washer","GE","GTW485ASWWB","will-not-drain","guided-checks","ge-gtw485aswwb-model","exp-ge-top-washer-drain","washer-hose-only","0","2026-08-28"
"ge-gtw485aswwb__door-will-not-close","existing-131","unsupported","washer","GE","GTW485ASWWB","door-will-not-close","unsupported","ge-gtw485aswwb-model","","","1","2026-08-28"
"ge-gtw485aswwb__slow-water-flow","existing-131","unsupported","washer","GE","GTW485ASWWB","slow-water-flow","unsupported","ge-gtw485aswwb-model","","","1","2026-08-28"
"hotpoint-htw265aswww__will-not-drain","existing-131","implemented","washer","Hotpoint","HTW265ASWWW","will-not-drain","purchase-ready","hotpoint-htw265aswww-model","exp-hotpoint-top-washer-drain","washer-hose-only","0","2026-08-28"
"hotpoint-htw265aswww__door-will-not-close","existing-131","unsupported","washer","Hotpoint","HTW265ASWWW","door-will-not-close","unsupported","hotpoint-htw265aswww-model","","","1","2026-08-28"
"hotpoint-htw265aswww__slow-water-flow","existing-131","unsupported","washer","Hotpoint","HTW265ASWWW","slow-water-flow","unsupported","hotpoint-htw265aswww-model","","","1","2026-08-28"
"hotpoint-htw2065sbww__will-not-drain","existing-131","implemented","washer","Hotpoint","HTW2065SBWW","will-not-drain","guided-checks","hotpoint-htw2065sbww-model","exp-hotpoint-top-washer-drain","washer-hose-only","0","2026-08-28"
"hotpoint-htw2065sbww__door-will-not-close","existing-131","unsupported","washer","Hotpoint","HTW2065SBWW","door-will-not-close","unsupported","hotpoint-htw2065sbww-model","","","1","2026-08-28"
"hotpoint-htw2065sbww__slow-water-flow","existing-131","unsupported","washer","Hotpoint","HTW2065SBWW","slow-water-flow","unsupported","hotpoint-htw2065sbww-model","","","1","2026-08-28"
"whirlpool-wtw5010lw__will-not-drain","existing-131","implemented","washer","Whirlpool","WTW5010LW","will-not-drain","purchase-ready","whirlpool-wtw5010lw-model","exp-whirlpool-top-washer-drain","washer-hose-only","0","2026-08-28"
"whirlpool-wtw5010lw__door-will-not-close","existing-131","candidate","washer","Whirlpool","WTW5010LW","door-will-not-close","guided-checks","whirlpool-wtw5010lw-model","whirlpool-top-washer-lid","washer-door-closure-observation","2","2026-08-28"
"whirlpool-wtw5010lw__slow-water-flow","existing-131","unsupported","washer","Whirlpool","WTW5010LW","slow-water-flow","unsupported","whirlpool-wtw5010lw-model","","","1","2026-08-28"
"whirlpool-wtw5105lw__will-not-drain","existing-131","implemented","washer","Whirlpool","WTW5105LW","will-not-drain","guided-checks","whirlpool-wtw5105lw-model","exp-whirlpool-top-washer-drain","washer-hose-only","0","2026-08-28"
"whirlpool-wtw5105lw__door-will-not-close","existing-131","candidate","washer","Whirlpool","WTW5105LW","door-will-not-close","guided-checks","whirlpool-wtw5105lw-model","whirlpool-top-washer-lid","washer-door-closure-observation","2","2026-08-28"
"whirlpool-wtw5105lw__slow-water-flow","existing-131","unsupported","washer","Whirlpool","WTW5105LW","slow-water-flow","unsupported","whirlpool-wtw5105lw-model","","","1","2026-08-28"
"whirlpool-wfw4720rw__will-not-drain","existing-131","implemented","washer","Whirlpool","WFW4720RW","will-not-drain","guided-checks","whirlpool-wfw4720rw-model","exp-whirlpool-front-washer-drain","washer-hose-only","0","2026-08-28"
"whirlpool-wfw4720rw__door-will-not-close","existing-131","candidate","washer","Whirlpool","WFW4720RW","door-will-not-close","guided-checks","whirlpool-wfw4720rw-model","whirlpool-front-washer-door","washer-door-closure-observation","2","2026-08-28"
"whirlpool-wfw4720rw__slow-water-flow","existing-131","unsupported","washer","Whirlpool","WFW4720RW","slow-water-flow","unsupported","whirlpool-wfw4720rw-model","","","1","2026-08-28"
"maytag-mvw4505mw__will-not-drain","existing-131","implemented","washer","Maytag","MVW4505MW","will-not-drain","guided-checks","maytag-mvw4505mw-model","exp-maytag-top-washer-drain","washer-hose-only","0","2026-08-28"
"maytag-mvw4505mw__door-will-not-close","existing-131","candidate","washer","Maytag","MVW4505MW","door-will-not-close","guided-checks","maytag-mvw4505mw-model","maytag-top-washer-lid","washer-door-closure-observation","2","2026-08-28"
"maytag-mvw4505mw__slow-water-flow","existing-131","unsupported","washer","Maytag","MVW4505MW","slow-water-flow","unsupported","maytag-mvw4505mw-model","","","1","2026-08-28"
"maytag-mhw5500fw__will-not-drain","existing-131","implemented","washer","Maytag","MHW5500FW","will-not-drain","guided-checks","maytag-mhw5500fw-model","exp-maytag-front-washer-drain","washer-hose-only","0","2026-08-28"
"maytag-mhw5500fw__door-will-not-close","existing-131","candidate","washer","Maytag","MHW5500FW","door-will-not-close","guided-checks","maytag-mhw5500fw-model","maytag-front-washer-door","washer-door-closure-observation","2","2026-08-28"
"maytag-mhw5500fw__slow-water-flow","existing-131","unsupported","washer","Maytag","MHW5500FW","slow-water-flow","unsupported","maytag-mhw5500fw-model","","","1","2026-08-28"
"amana-nfw5800hw__will-not-drain","existing-131","implemented","washer","Amana","NFW5800HW","will-not-drain","guided-checks","amana-nfw5800hw-model","exp-amana-front-washer-drain","washer-hose-only","0","2026-08-28"
"amana-nfw5800hw__door-will-not-close","existing-131","candidate","washer","Amana","NFW5800HW","door-will-not-close","guided-checks","amana-nfw5800hw-model","amana-front-washer-door","washer-door-closure-observation","2","2026-08-28"
"amana-nfw5800hw__slow-water-flow","existing-131","unsupported","washer","Amana","NFW5800HW","slow-water-flow","unsupported","amana-nfw5800hw-model","","","1","2026-08-28"
"samsung-wf46bg6500av__will-not-drain","existing-131","implemented","washer","Samsung","WF46BG6500AV","will-not-drain","guided-checks","samsung-wf46bg6500av-model","exp-samsung-washer-drain|exp-samsung-washer-filter","washer-front-drain","0","2026-08-28"
"samsung-wf46bg6500av__door-will-not-close","existing-131","candidate","washer","Samsung","WF46BG6500AV","door-will-not-close","guided-checks","samsung-wf46bg6500av-model","samsung-washer-door","washer-door-closure-observation","2","2026-08-28"
"samsung-wf46bg6500av__slow-water-flow","existing-131","unsupported","washer","Samsung","WF46BG6500AV","slow-water-flow","unsupported","samsung-wf46bg6500av-model","","","1","2026-08-28"
"samsung-wf53bb8700at__will-not-drain","existing-131","implemented","washer","Samsung","WF53BB8700AT","will-not-drain","guided-checks","samsung-wf53bb8700at-model","exp-samsung-washer-drain|exp-samsung-washer-filter","washer-front-drain","0","2026-08-28"
"samsung-wf53bb8700at__door-will-not-close","existing-131","candidate","washer","Samsung","WF53BB8700AT","door-will-not-close","guided-checks","samsung-wf53bb8700at-model","samsung-washer-door","washer-door-closure-observation","2","2026-08-28"
"samsung-wf53bb8700at__slow-water-flow","existing-131","unsupported","washer","Samsung","WF53BB8700AT","slow-water-flow","unsupported","samsung-wf53bb8700at-model","","","1","2026-08-28"
"samsung-wa50r5200aw__will-not-drain","existing-131","implemented","washer","Samsung","WA50R5200AW","will-not-drain","guided-checks","samsung-wa50r5200aw-model","exp-samsung-top-washer-drain","washer-hose-only","0","2026-08-28"
"samsung-wa50r5200aw__door-will-not-close","existing-131","candidate","washer","Samsung","WA50R5200AW","door-will-not-close","guided-checks","samsung-wa50r5200aw-model","samsung-washer-door","washer-door-closure-observation","2","2026-08-28"
"samsung-wa50r5200aw__slow-water-flow","existing-131","unsupported","washer","Samsung","WA50R5200AW","slow-water-flow","unsupported","samsung-wa50r5200aw-model","","","1","2026-08-28"
"samsung-wa54cg7105aw__will-not-drain","existing-131","implemented","washer","Samsung","WA54CG7105AW","will-not-drain","guided-checks","samsung-wa54cg7105aw-model","exp-samsung-top-washer-drain","washer-hose-only","0","2026-08-28"
"samsung-wa54cg7105aw__door-will-not-close","existing-131","candidate","washer","Samsung","WA54CG7105AW","door-will-not-close","guided-checks","samsung-wa54cg7105aw-model","samsung-washer-door","washer-door-closure-observation","2","2026-08-28"
"samsung-wa54cg7105aw__slow-water-flow","existing-131","unsupported","washer","Samsung","WA54CG7105AW","slow-water-flow","unsupported","samsung-wa54cg7105aw-model","","","1","2026-08-28"
"samsung-wa55cg7100aw__will-not-drain","existing-131","implemented","washer","Samsung","WA55CG7100AW","will-not-drain","guided-checks","samsung-wa55cg7100aw-model","exp-samsung-top-washer-drain","washer-hose-only","0","2026-08-28"
"samsung-wa55cg7100aw__door-will-not-close","existing-131","candidate","washer","Samsung","WA55CG7100AW","door-will-not-close","guided-checks","samsung-wa55cg7100aw-model","samsung-washer-door","washer-door-closure-observation","2","2026-08-28"
"samsung-wa55cg7100aw__slow-water-flow","existing-131","unsupported","washer","Samsung","WA55CG7100AW","slow-water-flow","unsupported","samsung-wa55cg7100aw-model","","","1","2026-08-28"
"lg-wm3600hwa__will-not-drain","existing-131","implemented","washer","LG","WM3600HWA","will-not-drain","guided-checks","lg-wm3600hwa-model","exp-lg-front-washer-drain|exp-lg-front-washer-filter","washer-front-drain","0","2026-08-28"
"lg-wm3600hwa__door-will-not-close","existing-131","candidate","washer","LG","WM3600HWA","door-will-not-close","guided-checks","lg-wm3600hwa-model","lg-front-washer-door","washer-door-closure-observation","2","2026-08-28"
"lg-wm3600hwa__slow-water-flow","existing-131","unsupported","washer","LG","WM3600HWA","slow-water-flow","unsupported","lg-wm3600hwa-model","","","1","2026-08-28"
"lg-wm5500hwa__will-not-drain","existing-131","implemented","washer","LG","WM5500HWA","will-not-drain","guided-checks","lg-wm5500hwa-model","exp-lg-front-washer-drain|exp-lg-front-washer-filter","washer-front-drain","0","2026-08-28"
"lg-wm5500hwa__door-will-not-close","existing-131","candidate","washer","LG","WM5500HWA","door-will-not-close","guided-checks","lg-wm5500hwa-model","lg-front-washer-door","washer-door-closure-observation","2","2026-08-28"
"lg-wm5500hwa__slow-water-flow","existing-131","unsupported","washer","LG","WM5500HWA","slow-water-flow","unsupported","lg-wm5500hwa-model","","","1","2026-08-28"
"lg-wm6700hba__will-not-drain","existing-131","implemented","washer","LG","WM6700HBA","will-not-drain","guided-checks","lg-wm6700hba-model","exp-lg-front-washer-drain|exp-lg-front-washer-filter","washer-front-drain","0","2026-08-28"
"lg-wm6700hba__door-will-not-close","existing-131","candidate","washer","LG","WM6700HBA","door-will-not-close","guided-checks","lg-wm6700hba-model","lg-front-washer-door","washer-door-closure-observation","2","2026-08-28"
"lg-wm6700hba__slow-water-flow","existing-131","unsupported","washer","LG","WM6700HBA","slow-water-flow","unsupported","lg-wm6700hba-model","","","1","2026-08-28"
"lg-wt6105cw__will-not-drain","existing-131","implemented","washer","LG","WT6105CW","will-not-drain","guided-checks","lg-wt6105cw-model","exp-lg-top-washer-drain","washer-hose-only","0","2026-08-28"
"lg-wt6105cw__door-will-not-close","existing-131","candidate","washer","LG","WT6105CW","door-will-not-close","guided-checks","lg-wt6105cw-model","lg-top-washer-lid","washer-door-closure-observation","2","2026-08-28"
"lg-wt6105cw__slow-water-flow","existing-131","unsupported","washer","LG","WT6105CW","slow-water-flow","unsupported","lg-wt6105cw-model","","","1","2026-08-28"
"lg-wt7150cw__will-not-drain","existing-131","implemented","washer","LG","WT7150CW","will-not-drain","guided-checks","lg-wt7150cw-model","exp-lg-top-washer-drain","washer-hose-only","0","2026-08-28"
"lg-wt7150cw__door-will-not-close","existing-131","candidate","washer","LG","WT7150CW","door-will-not-close","guided-checks","lg-wt7150cw-model","lg-top-washer-lid","washer-door-closure-observation","2","2026-08-28"
"lg-wt7150cw__slow-water-flow","existing-131","unsupported","washer","LG","WT7150CW","slow-water-flow","unsupported","lg-wt7150cw-model","","","1","2026-08-28"
"lg-wt7300cw__will-not-drain","existing-131","implemented","washer","LG","WT7300CW","will-not-drain","guided-checks","lg-wt7300cw-model","exp-lg-top-washer-drain","washer-hose-only","0","2026-08-28"
"lg-wt7300cw__door-will-not-close","existing-131","candidate","washer","LG","WT7300CW","door-will-not-close","guided-checks","lg-wt7300cw-model","lg-top-washer-lid","washer-door-closure-observation","2","2026-08-28"
"lg-wt7300cw__slow-water-flow","existing-131","unsupported","washer","LG","WT7300CW","slow-water-flow","unsupported","lg-wt7300cw-model","","","1","2026-08-28"
"electrolux-elfw7337aw__will-not-drain","existing-131","implemented","washer","Electrolux","ELFW7337AW","will-not-drain","guided-checks","electrolux-elfw7337aw-model","exp-electrolux-front-washer-drain","washer-hose-only","0","2026-08-28"
"electrolux-elfw7337aw__door-will-not-close","existing-131","candidate","washer","Electrolux","ELFW7337AW","door-will-not-close","guided-checks","electrolux-elfw7337aw-model","electrolux-front-washer-door","washer-door-closure-observation","2","2026-08-28"
"electrolux-elfw7337aw__slow-water-flow","existing-131","unsupported","washer","Electrolux","ELFW7337AW","slow-water-flow","unsupported","electrolux-elfw7337aw-model","","","1","2026-08-28"
"electrolux-elfw7738aa__will-not-drain","existing-131","implemented","washer","Electrolux","ELFW7738AA","will-not-drain","guided-checks","electrolux-elfw7738aa-model","exp-electrolux-front-washer-drain","washer-hose-only","0","2026-08-28"
"electrolux-elfw7738aa__door-will-not-close","existing-131","candidate","washer","Electrolux","ELFW7738AA","door-will-not-close","guided-checks","electrolux-elfw7738aa-model","electrolux-front-washer-door","washer-door-closure-observation","2","2026-08-28"
"electrolux-elfw7738aa__slow-water-flow","existing-131","unsupported","washer","Electrolux","ELFW7738AA","slow-water-flow","unsupported","electrolux-elfw7738aa-model","","","1","2026-08-28"
"ge-gfe28gynfs__will-not-drain","existing-131","unsupported","refrigerator","GE","GFE28GYNFS","will-not-drain","unsupported","ge-gfe28gynfs-model","","","1","2026-08-28"
"ge-gfe28gynfs__door-will-not-close","existing-131","candidate","refrigerator","GE","GFE28GYNFS","door-will-not-close","guided-checks","ge-gfe28gynfs-model","ge-refrigerator-door","refrigerator-door-closure-observation","2","2026-08-28"
"ge-gfe28gynfs__slow-water-flow","existing-131","implemented","refrigerator","GE","GFE28GYNFS","slow-water-flow","guided-checks","ge-gfe28gynfs-model","exp-ge-refrigerator-water","refrigerator-water-filter","0","2026-08-28"
"ge-gne27jymfs__will-not-drain","existing-131","unsupported","refrigerator","GE","GNE27JYMFS","will-not-drain","unsupported","ge-gne27jymfs-model","","","1","2026-08-28"
"ge-gne27jymfs__door-will-not-close","existing-131","candidate","refrigerator","GE","GNE27JYMFS","door-will-not-close","guided-checks","ge-gne27jymfs-model","ge-refrigerator-door","refrigerator-door-closure-observation","2","2026-08-28"
"ge-gne27jymfs__slow-water-flow","existing-131","implemented","refrigerator","GE","GNE27JYMFS","slow-water-flow","guided-checks","ge-gne27jymfs-model","exp-ge-refrigerator-water","refrigerator-water-filter","0","2026-08-28"
"ge-pvd28bynfs__will-not-drain","existing-131","unsupported","refrigerator","GE","PVD28BYNFS","will-not-drain","unsupported","ge-pvd28bynfs-model","","","1","2026-08-28"
"ge-pvd28bynfs__door-will-not-close","existing-131","candidate","refrigerator","GE","PVD28BYNFS","door-will-not-close","guided-checks","ge-pvd28bynfs-model","ge-refrigerator-door","refrigerator-door-closure-observation","2","2026-08-28"
"ge-pvd28bynfs__slow-water-flow","existing-131","implemented","refrigerator","GE","PVD28BYNFS","slow-water-flow","guided-checks","ge-pvd28bynfs-model","exp-ge-refrigerator-water","refrigerator-water-filter","0","2026-08-28"
"ge-gss23gypfs__will-not-drain","existing-131","unsupported","refrigerator","GE","GSS23GYPFS","will-not-drain","unsupported","ge-gss23gypfs-model","","","1","2026-08-28"
"ge-gss23gypfs__door-will-not-close","existing-131","candidate","refrigerator","GE","GSS23GYPFS","door-will-not-close","guided-checks","ge-gss23gypfs-model","ge-refrigerator-door","refrigerator-door-closure-observation","2","2026-08-28"
"ge-gss23gypfs__slow-water-flow","existing-131","implemented","refrigerator","GE","GSS23GYPFS","slow-water-flow","guided-checks","ge-gss23gypfs-model","exp-ge-side-refrigerator-water","refrigerator-water-filter","0","2026-08-28"
"whirlpool-wrs588fihz__will-not-drain","existing-131","unsupported","refrigerator","Whirlpool","WRS588FIHZ","will-not-drain","unsupported","whirlpool-wrs588fihz-model","","","1","2026-08-28"
"whirlpool-wrs588fihz__door-will-not-close","existing-131","candidate","refrigerator","Whirlpool","WRS588FIHZ","door-will-not-close","guided-checks","whirlpool-wrs588fihz-model","whirlpool-refrigerator-door","refrigerator-door-closure-observation","2","2026-08-28"
"whirlpool-wrs588fihz__slow-water-flow","existing-131","implemented","refrigerator","Whirlpool","WRS588FIHZ","slow-water-flow","purchase-ready","whirlpool-wrs588fihz-model","exp-whirlpool-refrigerator-water","refrigerator-water-filter","0","2026-08-28"
"whirlpool-wrx735sdhz__will-not-drain","existing-131","unsupported","refrigerator","Whirlpool","WRX735SDHZ","will-not-drain","unsupported","whirlpool-wrx735sdhz-model","","","1","2026-08-28"
"whirlpool-wrx735sdhz__door-will-not-close","existing-131","candidate","refrigerator","Whirlpool","WRX735SDHZ","door-will-not-close","guided-checks","whirlpool-wrx735sdhz-model","whirlpool-refrigerator-door","refrigerator-door-closure-observation","2","2026-08-28"
"whirlpool-wrx735sdhz__slow-water-flow","existing-131","implemented","refrigerator","Whirlpool","WRX735SDHZ","slow-water-flow","guided-checks","whirlpool-wrx735sdhz-model","exp-whirlpool-french-refrigerator-water","refrigerator-water-filter","0","2026-08-28"
"maytag-mss25c4mgz__will-not-drain","existing-131","unsupported","refrigerator","Maytag","MSS25C4MGZ","will-not-drain","unsupported","maytag-mss25c4mgz-model","","","1","2026-08-28"
"maytag-mss25c4mgz__door-will-not-close","existing-131","candidate","refrigerator","Maytag","MSS25C4MGZ","door-will-not-close","guided-checks","maytag-mss25c4mgz-model","maytag-refrigerator-door","refrigerator-door-closure-observation","2","2026-08-28"
"maytag-mss25c4mgz__slow-water-flow","existing-131","implemented","refrigerator","Maytag","MSS25C4MGZ","slow-water-flow","guided-checks","maytag-mss25c4mgz-model","exp-maytag-refrigerator-water","refrigerator-water-filter","0","2026-08-28"
"maytag-mft2772hez__will-not-drain","existing-131","unsupported","refrigerator","Maytag","MFT2772HEZ","will-not-drain","unsupported","maytag-mft2772hez-model","","","1","2026-08-28"
"maytag-mft2772hez__door-will-not-close","existing-131","candidate","refrigerator","Maytag","MFT2772HEZ","door-will-not-close","guided-checks","maytag-mft2772hez-model","maytag-refrigerator-door","refrigerator-door-closure-observation","2","2026-08-28"
"maytag-mft2772hez__slow-water-flow","existing-131","implemented","refrigerator","Maytag","MFT2772HEZ","slow-water-flow","guided-checks","maytag-mft2772hez-model","exp-maytag-french-refrigerator-water","refrigerator-water-filter","0","2026-08-28"
"kitchenaid-krfc300ess__will-not-drain","existing-131","unsupported","refrigerator","KitchenAid","KRFC300ESS","will-not-drain","unsupported","kitchenaid-krfc300ess-model","","","1","2026-08-28"
"kitchenaid-krfc300ess__door-will-not-close","existing-131","candidate","refrigerator","KitchenAid","KRFC300ESS","door-will-not-close","guided-checks","kitchenaid-krfc300ess-model","kitchenaid-refrigerator-door","refrigerator-door-closure-observation","2","2026-08-28"
"kitchenaid-krfc300ess__slow-water-flow","existing-131","implemented","refrigerator","KitchenAid","KRFC300ESS","slow-water-flow","purchase-ready","kitchenaid-krfc300ess-model","exp-kitchenaid-refrigerator-water","refrigerator-water-filter","0","2026-08-28"
"amana-asi2575grs__will-not-drain","existing-131","unsupported","refrigerator","Amana","ASI2575GRS","will-not-drain","unsupported","amana-asi2575grs-model","","","1","2026-08-28"
"amana-asi2575grs__door-will-not-close","existing-131","candidate","refrigerator","Amana","ASI2575GRS","door-will-not-close","guided-checks","amana-asi2575grs-model","amana-refrigerator-door","refrigerator-door-closure-observation","2","2026-08-28"
"amana-asi2575grs__slow-water-flow","existing-131","implemented","refrigerator","Amana","ASI2575GRS","slow-water-flow","guided-checks","amana-asi2575grs-model","exp-amana-refrigerator-water","refrigerator-water-filter","0","2026-08-28"
"samsung-rs27t5200sr__will-not-drain","existing-131","unsupported","refrigerator","Samsung","RS27T5200SR","will-not-drain","unsupported","samsung-rs27t5200sr-model","","","1","2026-08-28"
"samsung-rs27t5200sr__door-will-not-close","existing-131","candidate","refrigerator","Samsung","RS27T5200SR","door-will-not-close","guided-checks","samsung-rs27t5200sr-model","samsung-refrigerator-door","refrigerator-door-closure-observation","2","2026-08-28"
"samsung-rs27t5200sr__slow-water-flow","existing-131","implemented","refrigerator","Samsung","RS27T5200SR","slow-water-flow","guided-checks","samsung-rs27t5200sr-model","exp-samsung-refrigerator-water","refrigerator-water-filter","0","2026-08-28"
"samsung-rf23r6201sr__will-not-drain","existing-131","unsupported","refrigerator","Samsung","RF23R6201SR","will-not-drain","unsupported","samsung-rf23r6201sr-model","","","1","2026-08-28"
"samsung-rf23r6201sr__door-will-not-close","existing-131","candidate","refrigerator","Samsung","RF23R6201SR","door-will-not-close","guided-checks","samsung-rf23r6201sr-model","samsung-refrigerator-door","refrigerator-door-closure-observation","2","2026-08-28"
"samsung-rf23r6201sr__slow-water-flow","existing-131","implemented","refrigerator","Samsung","RF23R6201SR","slow-water-flow","guided-checks","samsung-rf23r6201sr-model","exp-samsung-french-refrigerator-water","refrigerator-water-filter","0","2026-08-28"
"samsung-rf28r7201sr__will-not-drain","existing-131","unsupported","refrigerator","Samsung","RF28R7201SR","will-not-drain","unsupported","samsung-rf28r7201sr-model","","","1","2026-08-28"
"samsung-rf28r7201sr__door-will-not-close","existing-131","candidate","refrigerator","Samsung","RF28R7201SR","door-will-not-close","guided-checks","samsung-rf28r7201sr-model","samsung-refrigerator-door","refrigerator-door-closure-observation","2","2026-08-28"
"samsung-rf28r7201sr__slow-water-flow","existing-131","implemented","refrigerator","Samsung","RF28R7201SR","slow-water-flow","guided-checks","samsung-rf28r7201sr-model","exp-samsung-french-refrigerator-water","refrigerator-water-filter","0","2026-08-28"
"lg-lfxs26973s__will-not-drain","existing-131","unsupported","refrigerator","LG","LFXS26973S","will-not-drain","unsupported","lg-lfxs26973s-model","","","1","2026-08-28"
"lg-lfxs26973s__door-will-not-close","existing-131","candidate","refrigerator","LG","LFXS26973S","door-will-not-close","guided-checks","lg-lfxs26973s-model","lg-refrigerator-door","refrigerator-door-closure-observation","2","2026-08-28"
"lg-lfxs26973s__slow-water-flow","existing-131","implemented","refrigerator","LG","LFXS26973S","slow-water-flow","guided-checks","lg-lfxs26973s-model","exp-lg-refrigerator-water","refrigerator-water-filter","0","2026-08-28"
"lg-lmxs28626s__will-not-drain","existing-131","unsupported","refrigerator","LG","LMXS28626S","will-not-drain","unsupported","lg-lmxs28626s-model","","","1","2026-08-28"
"lg-lmxs28626s__door-will-not-close","existing-131","candidate","refrigerator","LG","LMXS28626S","door-will-not-close","guided-checks","lg-lmxs28626s-model","lg-refrigerator-door","refrigerator-door-closure-observation","2","2026-08-28"
"lg-lmxs28626s__slow-water-flow","existing-131","implemented","refrigerator","LG","LMXS28626S","slow-water-flow","guided-checks","lg-lmxs28626s-model","exp-lg-refrigerator-water","refrigerator-water-filter","0","2026-08-28"
"lg-lrfws2906s__will-not-drain","existing-131","unsupported","refrigerator","LG","LRFWS2906S","will-not-drain","unsupported","lg-lrfws2906s-model","","","1","2026-08-28"
"lg-lrfws2906s__door-will-not-close","existing-131","candidate","refrigerator","LG","LRFWS2906S","door-will-not-close","guided-checks","lg-lrfws2906s-model","lg-refrigerator-door","refrigerator-door-closure-observation","2","2026-08-28"
"lg-lrfws2906s__slow-water-flow","existing-131","implemented","refrigerator","LG","LRFWS2906S","slow-water-flow","guided-checks","lg-lrfws2906s-model","exp-lg-refrigerator-water","refrigerator-water-filter","0","2026-08-28"
"lg-lrsxs2706s__will-not-drain","existing-131","unsupported","refrigerator","LG","LRSXS2706S","will-not-drain","unsupported","lg-lrsxs2706s-model","","","1","2026-08-28"
"lg-lrsxs2706s__door-will-not-close","existing-131","candidate","refrigerator","LG","LRSXS2706S","door-will-not-close","guided-checks","lg-lrsxs2706s-model","lg-refrigerator-door","refrigerator-door-closure-observation","2","2026-08-28"
"lg-lrsxs2706s__slow-water-flow","existing-131","implemented","refrigerator","LG","LRSXS2706S","slow-water-flow","guided-checks","lg-lrsxs2706s-model","exp-lg-side-refrigerator-water","refrigerator-water-filter","0","2026-08-28"
