rowId,modelId,category,brand,modelFamily,identityTier,verifiedProductCodes,symptomId,supported,capability,repairPackId,troubleshootingEvidence,supportMissingReason,purchaseReady,exactPart,purchaseMissingReason
"whirlpool-wdt750sakz1__is-leaking","whirlpool-wdt750sakz1","dishwasher","Whirlpool","WDT750SAKZ1","exact-code","[""WDT750SAKZ1""]","is-leaking","true","guided-checks","whirlpool-wdt750sakz1::is-leaking","[{""id"":""whirlpool-dishwasher-leak"",""kind"":""manufacturer-troubleshooting"",""title"":""Whirlpool dishwasher leak troubleshooting"",""publisher"":""Whirlpool"",""url"":""https://producthelp.whirlpool.com/Dishwashers/Product_Info/Dishwasher_Product_Assistance/Dishwasher_Leaking_Troubleshooting_Guide"",""appliesTo"":""Whirlpool built-in dishwashers; suds, loading, and visible leak-location checks only"",""lastVerified"":""2026-08-29""}]","","false","","Purchase promotion is limited to the category's separately reviewed default component route."
"bosch-shpm65z55n20__will-not-drain","bosch-shpm65z55n20","dishwasher","Bosch","SHPM65Z55N/20","exact-code","[""SHPM65Z55N/20""]","will-not-drain","true","purchase-ready","bosch-shpm65z55n20::will-not-drain","[{""id"":""bosch-dishwasher-drain"",""kind"":""manufacturer-troubleshooting"",""title"":""Bosch dishwasher not draining"",""publisher"":""Bosch"",""url"":""https://www.bosch-home.com/us/owner-support/get-support/support-selfhelp-dishwasher-not-draining"",""appliesTo"":""Bosch dishwashers"",""lastVerified"":""2026-08-27""}]","","true","{""name"":""00631200 dishwasher drain pump"",""sku"":""00631200"",""compatibleProductCodes"":[""SHPM65Z55N/20""],""installBoundary"":""professional-only"",""compatibilityEvidence"":[{""id"":""bosch-shpm65z55n20-00631200-fit"",""kind"":""manufacturer-part"",""title"":""Exact SHPM65Z55N/20 drain-pump listing"",""publisher"":""Bosch"",""url"":""https://www.bosch-home.com/us/en/spare-parts-list/SHPM65Z55N-20"",""appliesTo"":""SHPM65Z55N/20 uses exact drain-pump SKU 00631200. Bosch's exact E-Nr spare-parts page places 00631200 on SHPM65Z55N/20 and Bosch identifies it as Pump-drain."",""lastVerified"":""2026-08-29""},{""id"":""demo-dishwasher-00631200-identity"",""kind"":""manufacturer-part"",""title"":""Bosch exact part 00631200"",""publisher"":""Bosch"",""url"":""https://www.bosch-home.com/us/en/product/00631200"",""appliesTo"":""Dishwasher drain-pump part 00631200; exact appliance fit is established separately"",""lastVerified"":""2026-08-29""}],""sellerOffer"":{""provider"":""shopify-global-catalog"",""protocol"":""UCP"",""query"":""00631200 dishwasher drain pump exact SKU"",""exactSku"":""00631200"",""offerCountAtVerification"":19,""lastVerified"":""2026-08-29""}}",""
"bosch-shpm65z55n20__door-will-not-close","bosch-shpm65z55n20","dishwasher","Bosch","SHPM65Z55N/20","exact-code","[""SHPM65Z55N/20""]","door-will-not-close","true","guided-checks","bosch-shpm65z55n20::door-will-not-close","[{""id"":""bosch-dishwasher-door"",""kind"":""manufacturer-troubleshooting"",""title"":""Bosch dishwasher troubleshooting"",""publisher"":""Bosch"",""url"":""https://www.bosch-home.com/us/owner-support/dishwashers/troubleshooting"",""appliesTo"":""Bosch dishwashers; AutoAir and error-code branches are model-specific"",""lastVerified"":""2026-08-28""}]","","false","","Purchase promotion is limited to the category's separately reviewed default component route."
"bosch-shpm65z55n20__not-cleaning","bosch-shpm65z55n20","dishwasher","Bosch","SHPM65Z55N/20","exact-code","[""SHPM65Z55N/20""]","not-cleaning","true","guided-checks","bosch-shpm65z55n20::not-cleaning","[{""id"":""bosch-dishwasher-cleaning"",""kind"":""manufacturer-troubleshooting"",""title"":""Bosch dishwasher not-cleaning checks"",""publisher"":""Bosch"",""url"":""https://www.bosch-home.com/us/owner-support/get-support/support-selfhelp-dishwasher-not-cleaning-dishes"",""appliesTo"":""Bosch dishwashers; loading, detergent, water temperature, and visible spray observations only"",""lastVerified"":""2026-08-29""}]","","false","","Purchase promotion is limited to the category's separately reviewed default component route."
"bosch-shpm65z55n20__will-not-fill","bosch-shpm65z55n20","dishwasher","Bosch","SHPM65Z55N/20","exact-code","[""SHPM65Z55N/20""]","will-not-fill","true","guided-checks","bosch-shpm65z55n20::will-not-fill","[{""id"":""bosch-dishwasher-fill"",""kind"":""manufacturer-troubleshooting"",""title"":""Bosch dishwasher not-drawing-water checks"",""publisher"":""Bosch"",""url"":""https://www.bosch-home.com/us/owner-support/get-support/support-selfhelp-dishwasher-not-drawing-water"",""appliesTo"":""Bosch dishwashers; household supply, visible hose, and door observations only"",""lastVerified"":""2026-08-29""}]","","false","","Purchase promotion is limited to the category's separately reviewed default component route."
"bosch-shpm65z55n20__is-leaking","bosch-shpm65z55n20","dishwasher","Bosch","SHPM65Z55N/20","exact-code","[""SHPM65Z55N/20""]","is-leaking","true","guided-checks","bosch-shpm65z55n20::is-leaking","[{""id"":""bosch-dishwasher-leak"",""kind"":""manufacturer-troubleshooting"",""title"":""Bosch dishwasher leak error guidance"",""publisher"":""Bosch"",""url"":""https://www.bosch-home.com/us/owner-support/error-codes/dishwashers"",""appliesTo"":""Bosch dishwashers; visible leak or E15 condition is a stop and service boundary"",""lastVerified"":""2026-08-29""}]","","false","","Purchase promotion is limited to the category's separately reviewed default component route."
"ge-gdf670syvfs__will-not-drain","ge-gdf670syvfs","dishwasher","GE","GDF670SYVFS","family-only","[]","will-not-drain","true","guided-checks","ge-gdf670syvfs::will-not-drain","[{""id"":""ge-dishwasher-support"",""kind"":""manufacturer-troubleshooting"",""title"":""GE dishwasher support"",""publisher"":""GE Appliances"",""url"":""https://www.geappliances.com/ge/service-and-support/dishwashers.htm"",""appliesTo"":""GE dishwashers"",""lastVerified"":""2026-08-27""}]","","false","","A complete revision code is not independently verified for this catalog identity."
"ge-gdf670syvfs__door-will-not-close","ge-gdf670syvfs","dishwasher","GE","GDF670SYVFS","family-only","[]","door-will-not-close","true","guided-checks","ge-gdf670syvfs::door-will-not-close","[{""id"":""ge-dishwasher-door"",""kind"":""manufacturer-troubleshooting"",""title"":""GE dishwasher door will not latch"",""publisher"":""GE Appliances"",""url"":""https://products.geappliances.com/appliance/gea-support-search-content?contentId=17527"",""appliesTo"":""GE dishwashers; adjustable-rack note only for listed model prefixes"",""lastVerified"":""2026-08-28""}]","","false","","Purchase promotion is limited to the category's separately reviewed default component route."
"ge-gdf670syvfs__not-cleaning","ge-gdf670syvfs","dishwasher","GE","GDF670SYVFS","family-only","[]","not-cleaning","true","guided-checks","ge-gdf670syvfs::not-cleaning","[{""id"":""ge-dishwasher-cleaning"",""kind"":""manufacturer-troubleshooting"",""title"":""GE dishwasher cleaning-performance checks"",""publisher"":""GE Appliances"",""url"":""https://products.geappliances.com/appliance/gea-support-search-content?contentId=38933"",""appliesTo"":""GE built-in dishwashers; loading, cycle, detergent, and visible spray obstruction only"",""lastVerified"":""2026-08-29""}]","","false","","Purchase promotion is limited to the category's separately reviewed default component route."
"ge-gdf670syvfs__will-not-fill","ge-gdf670syvfs","dishwasher","GE","GDF670SYVFS","family-only","[]","will-not-fill","true","guided-checks","ge-gdf670syvfs::will-not-fill","[{""id"":""ge-dishwasher-fill"",""kind"":""manufacturer-troubleshooting"",""title"":""GE dishwasher no-fill checks"",""publisher"":""GE Appliances"",""url"":""https://products.geappliances.com/appliance/gea-support-search-content?contentId=38924"",""appliesTo"":""GE built-in dishwashers; household water, door, and visible supply checks only"",""lastVerified"":""2026-08-29""}]","","false","","Purchase promotion is limited to the category's separately reviewed default component route."
"ge-gdf670syvfs__is-leaking","ge-gdf670syvfs","dishwasher","GE","GDF670SYVFS","family-only","[]","is-leaking","true","guided-checks","ge-gdf670syvfs::is-leaking","[{""id"":""ge-dishwasher-leak"",""kind"":""manufacturer-troubleshooting"",""title"":""GE dishwasher leak prevention and stop guidance"",""publisher"":""GE Appliances"",""url"":""https://products.geappliances.com/appliance/gea-support-search-content?contentId=18954"",""appliesTo"":""GE built-in dishwashers; suds, loading, gasket, and visible plumbing checks only"",""lastVerified"":""2026-08-29""}]","","false","","Purchase promotion is limited to the category's separately reviewed default component route."
"kitchenaid-kdtm404kps__will-not-drain","kitchenaid-kdtm404kps","dishwasher","KitchenAid","KDTM404KPS","exact-code","[""KDTM404KPS0""]","will-not-drain","true","purchase-ready","kitchenaid-kdtm404kps::will-not-drain","[{""id"":""kitchenaid-dishwasher-support"",""kind"":""manufacturer-troubleshooting"",""title"":""KitchenAid dishwasher not draining"",""publisher"":""KitchenAid"",""url"":""https://producthelp.kitchenaid.com/Dishwashers/Dishwasher/Operation/Not_Draining%2F%2FWater_Remains"",""appliesTo"":""KitchenAid dishwashers"",""lastVerified"":""2026-08-27""}]","","true","{""name"":""W11412291 dishwasher drain pump"",""sku"":""W11412291"",""compatibleProductCodes"":[""KDTM404KPS0""],""installBoundary"":""professional-only"",""compatibilityEvidence"":[{""id"":""kitchenaid-kdtm404kps-w11412291-fit"",""kind"":""authorized-parts"",""title"":""Exact KDTM404KPS0 drain-pump listing"",""publisher"":""Whirlpool Parts"",""url"":""https://www.whirlpoolparts.com/Shop-For-Parts/a9b121c36d2460010/Model-KDTM404KPS0-Kitchenaid-Dishwasher-Pump-Parts"",""appliesTo"":""KDTM404KPS0 uses exact drain-pump SKU W11412291. The Whirlpool-authorized exact-model pump page returns one item explicitly titled drain pump, manufacturer number W11412291, for KDTM404KPS0."",""lastVerified"":""2026-08-29""},{""id"":""demo-dishwasher-w11412291-identity"",""kind"":""authorized-parts"",""title"":""Whirlpool Parts exact part W11412291"",""publisher"":""Whirlpool Parts"",""url"":""https://www.whirlpoolparts.com/PartDetail/Drain-Pump/W11412291/4960707"",""appliesTo"":""Dishwasher drain-pump part W11412291; exact appliance fit is established separately"",""lastVerified"":""2026-08-29""}],""sellerOffer"":{""provider"":""shopify-global-catalog"",""protocol"":""UCP"",""query"":""W11412291 dishwasher drain pump exact SKU"",""exactSku"":""W11412291"",""offerCountAtVerification"":7,""lastVerified"":""2026-08-29""}}",""
"kitchenaid-kdtm404kps__door-will-not-close","kitchenaid-kdtm404kps","dishwasher","KitchenAid","KDTM404KPS","exact-code","[""KDTM404KPS0""]","door-will-not-close","true","guided-checks","kitchenaid-kdtm404kps::door-will-not-close","[{""id"":""kitchenaid-dishwasher-door"",""kind"":""manufacturer-troubleshooting"",""title"":""KitchenAid dishwasher door will not close"",""publisher"":""KitchenAid"",""url"":""https://producthelp.kitchenaid.com/Dishwashers/Dishwasher/Door_Concerns/Door_Will_Not_Close/Door_Will_Not_Close_-_Dishwasher"",""appliesTo"":""KitchenAid built-in dishwashers; Open Door Dry step only on equipped models"",""lastVerified"":""2026-08-28""}]","","false","","Purchase promotion is limited to the category's separately reviewed default component route."
"kitchenaid-kdtm404kps__not-cleaning","kitchenaid-kdtm404kps","dishwasher","KitchenAid","KDTM404KPS","exact-code","[""KDTM404KPS0""]","not-cleaning","true","guided-checks","kitchenaid-kdtm404kps::not-cleaning","[{""id"":""dishwasher-kitchenaid-cleaning"",""kind"":""manufacturer-troubleshooting"",""title"":""Dishes are not clean"",""publisher"":""KitchenAid"",""url"":""https://producthelp.kitchenaid.com/Dishwashers/Dishwasher/Wash_Performance/None_of_the_Dishes_are_Clean/Dishes_are_not_Clean"",""appliesTo"":""KitchenAid dishwashers"",""lastVerified"":""2026-08-29""}]","","false","","Purchase promotion is limited to the category's separately reviewed default component route."
"kitchenaid-kdtm404kps__will-not-fill","kitchenaid-kdtm404kps","dishwasher","KitchenAid","KDTM404KPS","exact-code","[""KDTM404KPS0""]","will-not-fill","true","guided-checks","kitchenaid-kdtm404kps::will-not-fill","[{""id"":""dishwasher-kitchenaid-fill"",""kind"":""manufacturer-troubleshooting"",""title"":""Dishwasher not filling with water"",""publisher"":""KitchenAid"",""url"":""https://producthelp.kitchenaid.com/Dishwashers/Dishwasher/Cycle_Concerns/Not_Filling%2F%2FNo_Water/Not_Filling_With_Water_-_Dishwasher"",""appliesTo"":""KitchenAid dishwashers"",""lastVerified"":""2026-08-29""}]","","false","","Purchase promotion is limited to the category's separately reviewed default component route."
"kitchenaid-kdtm404kps__is-leaking","kitchenaid-kdtm404kps","dishwasher","KitchenAid","KDTM404KPS","exact-code","[""KDTM404KPS0""]","is-leaking","true","guided-checks","kitchenaid-kdtm404kps::is-leaking","[{""id"":""dishwasher-kitchenaid-leak"",""kind"":""manufacturer-troubleshooting"",""title"":""Dishwasher leaking from door"",""publisher"":""KitchenAid"",""url"":""https://producthelp.kitchenaid.com/Dishwashers/Dishwasher/Leaking/Front%2F%2FDoor/Leaking_from_Door"",""appliesTo"":""KitchenAid dishwashers"",""lastVerified"":""2026-08-29""}]","","false","","Purchase promotion is limited to the category's separately reviewed default component route."
"ge-gtd42easj2ww__door-will-not-close","ge-gtd42easj2ww","dryer","GE","GTD42EASJ2WW","exact-code","[""GTD42EASJ2WW""]","door-will-not-close","true","purchase-ready","ge-gtd42easj2ww::door-will-not-close","[{""id"":""ge-dryer-door"",""kind"":""manufacturer-troubleshooting"",""title"":""GE dryer door support"",""publisher"":""GE Appliances"",""url"":""https://products.geappliances.com/appliance/gea-support-search-content?contentId=16635"",""appliesTo"":""GE electric dryers"",""lastVerified"":""2026-08-27""}]","","true","{""name"":""Dryer door strike"",""sku"":""WE01M10007"",""compatibleProductCodes"":[""GTD42EASJ2WW""],""installBoundary"":""user-replaceable"",""compatibilityEvidence"":[{""id"":""ge-we01m10007"",""kind"":""manufacturer-part"",""title"":""GE GTD42EASJ2WW front panel and door parts"",""publisher"":""GE Appliances"",""url"":""https://www.geapplianceparts.com/store/parts/ModelSectionParts/GTD42EASJ2WW/2/0/0/0/FRONT_PANEL_%26_DOOR"",""appliesTo"":""GE GTD42EASJ2WW"",""lastVerified"":""2026-08-27""}],""sellerOffer"":{""provider"":""shopify-global-catalog"",""protocol"":""UCP"",""query"":""GE WE01M10007 dryer door strike exact part"",""exactSku"":""WE01M10007"",""offerCountAtVerification"":19,""lastVerified"":""2026-08-27""}}",""
"ge-gtd42easj2ww__will-not-start","ge-gtd42easj2ww","dryer","GE","GTD42EASJ2WW","exact-code","[""GTD42EASJ2WW""]","will-not-start","true","guided-checks","ge-gtd42easj2ww::will-not-start","[{""id"":""ge-dryer-start"",""kind"":""manufacturer-troubleshooting"",""title"":""GE dryer will-not-start checks"",""publisher"":""GE Appliances"",""url"":""https://products.geappliances.com/appliance/gea-support-search-content?contentId=17381"",""appliesTo"":""GE electric dryers; visible plug, door, controls, and breaker observations only"",""lastVerified"":""2026-08-29""}]","","false","","Purchase promotion is limited to the category's separately reviewed default component route."
"ge-gtd42easj2ww__not-heating","ge-gtd42easj2ww","dryer","GE","GTD42EASJ2WW","exact-code","[""GTD42EASJ2WW""]","not-heating","true","guided-checks","ge-gtd42easj2ww::not-heating","[{""id"":""ge-dryer-heat"",""kind"":""manufacturer-troubleshooting"",""title"":""GE electric dryer runs-without-heat checks"",""publisher"":""GE Appliances"",""url"":""https://products.geappliances.com/appliance/gea-support-search-content?contentId=16921"",""appliesTo"":""GE electric dryers; cycle, airflow, and household breaker observations only; no terminal access"",""lastVerified"":""2026-08-29""}]","","false","","Purchase promotion is limited to the category's separately reviewed default component route."
"ge-gtd42easj2ww__drum-will-not-turn","ge-gtd42easj2ww","dryer","GE","GTD42EASJ2WW","exact-code","[""GTD42EASJ2WW""]","drum-will-not-turn","true","guided-checks","ge-gtd42easj2ww::drum-will-not-turn","[{""id"":""ge-dryer-drum"",""kind"":""manufacturer-troubleshooting"",""title"":""GE dryer drum-does-not-turn checks"",""publisher"":""GE Appliances"",""url"":""https://products.geappliances.com/appliance/gea-support-search-content?contentId=17096"",""appliesTo"":""GE dryers; load observation and professional stop; no internal access"",""lastVerified"":""2026-08-29""}]","","false","","Purchase promotion is limited to the category's separately reviewed default component route."
"whirlpool-wed4950hw__door-will-not-close","whirlpool-wed4950hw","dryer","Whirlpool","WED4950HW","exact-code","[""WED4950HW0""]","door-will-not-close","true","purchase-ready","whirlpool-wed4950hw::door-will-not-close","[{""id"":""whirlpool-dryer-support"",""kind"":""manufacturer-troubleshooting"",""title"":""Whirlpool electric dryer support"",""publisher"":""Whirlpool"",""url"":""https://producthelp.whirlpool.com/Laundry/Dryers/Electric_Dryer"",""appliesTo"":""Whirlpool electric dryers"",""lastVerified"":""2026-08-27""}]","","true","{""name"":""Dryer door catch kit"",""sku"":""279570"",""compatibleProductCodes"":[""WED4950HW0""],""installBoundary"":""user-replaceable"",""compatibilityEvidence"":[{""id"":""whirlpool-279570-wed4950hw0"",""kind"":""authorized-parts"",""title"":""Whirlpool WED4950HW0 door-latch parts listing"",""publisher"":""Whirlpool Parts"",""url"":""https://www.whirlpoolparts.com/Shop-For-Parts/a8b5c72d2170809/Model-WED4950HW0-Whirlpool-Dryer-Latch-Parts"",""appliesTo"":""Whirlpool WED4950HW0"",""lastVerified"":""2026-08-27""}],""sellerOffer"":{""provider"":""shopify-global-catalog"",""protocol"":""UCP"",""query"":""Whirlpool 279570 dryer door catch exact part"",""exactSku"":""279570"",""offerCountAtVerification"":20,""lastVerified"":""2026-08-27""}}",""
"whirlpool-wed4950hw__will-not-start","whirlpool-wed4950hw","dryer","Whirlpool","WED4950HW","exact-code","[""WED4950HW0""]","will-not-start","true","guided-checks","whirlpool-wed4950hw::will-not-start","[{""id"":""whirlpool-dryer-start"",""kind"":""manufacturer-troubleshooting"",""title"":""Whirlpool dryer not-starting checks"",""publisher"":""Whirlpool"",""url"":""https://producthelp.whirlpool.com/Laundry/Dryers/Dryer/Operation/Not_Starting/Not_Starting_or_Not_Operating_-_Dryer"",""appliesTo"":""Whirlpool electric dryers; visible controls, door, cycle, and power observations only"",""lastVerified"":""2026-08-29""}]","","false","","Purchase promotion is limited to the category's separately reviewed default component route."
"whirlpool-wed4950hw__not-heating","whirlpool-wed4950hw","dryer","Whirlpool","WED4950HW","exact-code","[""WED4950HW0""]","not-heating","true","guided-checks","whirlpool-wed4950hw::not-heating","[{""id"":""whirlpool-dryer-heat"",""kind"":""manufacturer-troubleshooting"",""title"":""Whirlpool electric dryer not-heating checks"",""publisher"":""Whirlpool"",""url"":""https://producthelp.whirlpool.com/Laundry/Dryers/Dryer/Operation/Not_Heating/Not_Heating_-_Electric_Dryer"",""appliesTo"":""Whirlpool electric dryers; heated cycle, airflow, and household breaker observations only"",""lastVerified"":""2026-08-29""}]","","false","","Purchase promotion is limited to the category's separately reviewed default component route."
"whirlpool-wed4950hw__drum-will-not-turn","whirlpool-wed4950hw","dryer","Whirlpool","WED4950HW","exact-code","[""WED4950HW0""]","drum-will-not-turn","true","guided-checks","whirlpool-wed4950hw::drum-will-not-turn","[{""id"":""whirlpool-dryer-drum"",""kind"":""manufacturer-troubleshooting"",""title"":""Whirlpool dryer not-tumbling checks"",""publisher"":""Whirlpool"",""url"":""https://producthelp.whirlpool.com/Laundry/Dryers/Dryer/Operation/Not_Starting/Not_Tumbling_or_Spinning_-_Dryer"",""appliesTo"":""Whirlpool electric dryers; power, start, and professional-stop observations only"",""lastVerified"":""2026-08-29""}]","","false","","Purchase promotion is limited to the category's separately reviewed default component route."
"maytag-med4500mw__door-will-not-close","maytag-med4500mw","dryer","Maytag","MED4500MW","exact-code","[""MED4500MW0""]","door-will-not-close","true","purchase-ready","maytag-med4500mw::door-will-not-close","[{""id"":""maytag-dryer-support"",""kind"":""manufacturer-troubleshooting"",""title"":""Maytag electric dryer support"",""publisher"":""Maytag"",""url"":""https://producthelp.maytag.com/Laundry/Dryers/Electric_Dryers"",""appliesTo"":""Maytag electric dryers"",""lastVerified"":""2026-08-27""}]","","true","{""name"":""Dryer door catch"",""sku"":""W11429587"",""compatibleProductCodes"":[""MED4500MW0""],""installBoundary"":""user-replaceable"",""compatibilityEvidence"":[{""id"":""maytag-w11429587-med4500mw0"",""kind"":""authorized-parts"",""title"":""Maytag MED4500MW0 door-latch parts listing"",""publisher"":""Whirlpool Parts"",""url"":""https://www.whirlpoolparts.com/Shop-For-Parts/a8b4c72d2454088/Model-MED4500MW0-Maytag-Dryer-Latch-Parts"",""appliesTo"":""Maytag MED4500MW0"",""lastVerified"":""2026-08-27""}],""sellerOffer"":{""provider"":""shopify-global-catalog"",""protocol"":""UCP"",""query"":""Maytag W11429587 dryer door catch exact part"",""exactSku"":""W11429587"",""offerCountAtVerification"":7,""lastVerified"":""2026-08-27""}}",""
"maytag-med4500mw__will-not-start","maytag-med4500mw","dryer","Maytag","MED4500MW","exact-code","[""MED4500MW0""]","will-not-start","true","guided-checks","maytag-med4500mw::will-not-start","[{""id"":""dryer-maytag-dryer-start"",""kind"":""manufacturer-troubleshooting"",""title"":""Maytag dryer troubleshooting: Door, cycle, Start control, Control Lock, visible power, and household breaker checks."",""publisher"":""Maytag"",""url"":""https://producthelp.maytag.com/Laundry/Dryers/Dryer/Operation/Not_Starting/Not_Starting_or_Not_Operating_-_Dryer"",""appliesTo"":""Maytag MED6500MBK; Content was used only for the stated visible or owner-accessible checks; unsafe and wrong-topology sections are excluded."",""lastVerified"":""2026-08-29""}]","","false","","Purchase promotion is limited to the category's separately reviewed default component route."
"maytag-med4500mw__not-heating","maytag-med4500mw","dryer","Maytag","MED4500MW","exact-code","[""MED4500MW0""]","not-heating","true","guided-checks","maytag-med4500mw::not-heating","[{""id"":""dryer-maytag-electric-dryer-heat"",""kind"":""manufacturer-troubleshooting"",""title"":""Maytag dryer troubleshooting: Electric-dryer dual-breaker and Air Only checks; terminal-block instructions are excluded."",""publisher"":""Maytag"",""url"":""https://producthelp.maytag.com/Laundry/Dryers/Dryer/Operation/Not_Heating/Not_Heating_-_Electric_Dryer"",""appliesTo"":""Maytag MED6500MBK; Content was used only for the stated visible or owner-accessible checks; unsafe and wrong-topology sections are excluded."",""lastVerified"":""2026-08-29""}]","","false","","Purchase promotion is limited to the category's separately reviewed default component route."
"maytag-med4500mw__drum-will-not-turn","maytag-med4500mw","dryer","Maytag","MED4500MW","exact-code","[""MED4500MW0""]","drum-will-not-turn","true","guided-checks","maytag-med4500mw::drum-will-not-turn","[{""id"":""dryer-maytag-dryer-tumble"",""kind"":""manufacturer-troubleshooting"",""title"":""Maytag dryer troubleshooting: Visible power and Start-control observations followed by service; terminal access is excluded."",""publisher"":""Maytag"",""url"":""https://producthelp.maytag.com/Laundry/Dryers/Dryer/Operation/Not_Starting/Not_Tumbling_or_Spinning_-_Dryer"",""appliesTo"":""Maytag MED6500MBK; Content was used only for the stated visible or owner-accessible checks; unsafe and wrong-topology sections are excluded."",""lastVerified"":""2026-08-29""}]","","false","","Purchase promotion is limited to the category's separately reviewed default component route."
"lg-dle3400w__door-will-not-close","lg-dle3400w","dryer","LG","DLE3400W","family-only","[]","door-will-not-close","true","guided-checks","lg-dle3400w::door-will-not-close","[{""id"":""lg-dryer-support"",""kind"":""manufacturer-troubleshooting"",""title"":""LG electric dryer support"",""publisher"":""LG"",""url"":""https://www.lg.com/us/support/product/lg-DLE3400W.ABWETUS"",""appliesTo"":""LG DLE3400W"",""lastVerified"":""2026-08-27""}]","","false","","A complete revision code is not independently verified for this catalog identity."
"lg-dle3400w__will-not-start","lg-dle3400w","dryer","LG","DLE3400W","family-only","[]","will-not-start","true","guided-checks","lg-dle3400w::will-not-start","[{""id"":""lg-dryer-start"",""kind"":""manufacturer-troubleshooting"",""title"":""LG dryer power and start checks"",""publisher"":""LG"",""url"":""https://www.lg.com/us/support/help-library/power-issues-laundry-dryer--20150394890820"",""appliesTo"":""LG electric dryers; visible power, control-lock, door, and cycle observations only"",""lastVerified"":""2026-08-29""}]","","false","","Purchase promotion is limited to the category's separately reviewed default component route."
"lg-dle3400w__not-heating","lg-dle3400w","dryer","LG","DLE3400W","family-only","[]","not-heating","true","guided-checks","lg-dle3400w::not-heating","[{""id"":""lg-dryer-heat"",""kind"":""manufacturer-troubleshooting"",""title"":""LG dryer not-heating checks"",""publisher"":""LG"",""url"":""https://www.lg.com/us/support/help-library/not-heating-not-drying-or-long-time-drying-CT10000011-1432223739634"",""appliesTo"":""LG electric dryers; cycle, lint screen, and household vent observations only"",""lastVerified"":""2026-08-29""}]","","false","","Purchase promotion is limited to the category's separately reviewed default component route."
"lg-dle3400w__drum-will-not-turn","lg-dle3400w","dryer","LG","DLE3400W","family-only","[]","drum-will-not-turn","true","guided-checks","lg-dle3400w::drum-will-not-turn","[{""id"":""lg-dryer-drum"",""kind"":""manufacturer-troubleshooting"",""title"":""LG dryer drum-not-turning checks"",""publisher"":""LG"",""url"":""https://www.lg.com/us/support/help-library/lg-dryer-dryer-drum-not-turning--20154713270264"",""appliesTo"":""All LG dryer models; load, door, and service-stop observations only"",""lastVerified"":""2026-08-29""}]","","false","","Purchase promotion is limited to the category's separately reviewed default component route."
"ge-gss25gypfs__slow-water-flow","ge-gss25gypfs","refrigerator","GE","GSS25GYPFS","exact-code","[""GSS25GYPFS""]","slow-water-flow","true","purchase-ready","ge-gss25gypfs::slow-water-flow","[{""id"":""ge-refrigerator-water"",""kind"":""manufacturer-troubleshooting"",""title"":""GE refrigerator water-filter guidance"",""publisher"":""GE Appliances"",""url"":""https://products.geappliances.com/appliance/gea-support-search-content?contentId=17409"",""appliesTo"":""GE refrigerators with XWFE filters"",""lastVerified"":""2026-08-27""}]","","true","{""name"":""XWFE refrigerator water filter"",""sku"":""XWFE"",""compatibleProductCodes"":[""GSS25GYPFS""],""installBoundary"":""user-replaceable"",""compatibilityEvidence"":[{""id"":""ge-xwfe"",""kind"":""manufacturer-part"",""title"":""GE GSS25GYPFS replacement-parts listing"",""publisher"":""GE Appliances"",""url"":""https://products.geappliances.com/appliance/gea-specs/gss25gypfs/parts"",""appliesTo"":""GE GSS25GYPFS"",""lastVerified"":""2026-08-27""}],""sellerOffer"":{""provider"":""shopify-global-catalog"",""protocol"":""UCP"",""query"":""GE XWFE refrigerator water filter exact part"",""exactSku"":""XWFE"",""offerCountAtVerification"":19,""lastVerified"":""2026-08-27""}}",""
"ge-gss25gypfs__door-will-not-close","ge-gss25gypfs","refrigerator","GE","GSS25GYPFS","exact-code","[""GSS25GYPFS""]","door-will-not-close","true","guided-checks","ge-gss25gypfs::door-will-not-close","[{""id"":""ge-refrigerator-door"",""kind"":""manufacturer-troubleshooting"",""title"":""GE refrigerator door will not close"",""publisher"":""GE Appliances"",""url"":""https://products.geappliances.com/appliance/gea-support-search-content?contentId=18947"",""appliesTo"":""GE refrigerators and freezers; built-in leveling exclusions apply"",""lastVerified"":""2026-08-28""}]","","false","","Purchase promotion is limited to the category's separately reviewed default component route."
"ge-gss25gypfs__not-cooling","ge-gss25gypfs","refrigerator","GE","GSS25GYPFS","exact-code","[""GSS25GYPFS""]","not-cooling","true","guided-checks","ge-gss25gypfs::not-cooling","[{""id"":""ge-refrigerator-cooling"",""kind"":""manufacturer-troubleshooting"",""title"":""GE refrigerator not-cooling-enough checks"",""publisher"":""GE Appliances"",""url"":""https://products.geappliances.com/appliance/gea-support-search-content?contentId=21185"",""appliesTo"":""GE full-size refrigerators; settings, room conditions, airflow, door, and light observations only"",""lastVerified"":""2026-08-29""}]","","false","","Purchase promotion is limited to the category's separately reviewed default component route."
"ge-gss25gypfs__is-leaking","ge-gss25gypfs","refrigerator","GE","GSS25GYPFS","exact-code","[""GSS25GYPFS""]","is-leaking","true","guided-checks","ge-gss25gypfs::is-leaking","[{""id"":""ge-refrigerator-leak"",""kind"":""manufacturer-troubleshooting"",""title"":""GE refrigerator icemaker leak stop guidance"",""publisher"":""GE Appliances"",""url"":""https://products.geappliances.com/appliance/gea-support-search-content?contentId=19092"",""appliesTo"":""GE refrigerators with factory icemakers; turn-off and household-water stop only"",""lastVerified"":""2026-08-29""}]","","false","","Purchase promotion is limited to the category's separately reviewed default component route."
